Price,Close,High,Low,Open,Volume (Millions),Ticker,MA_10,MA_50,Daily_Return,Price_Change,High_Low_Spread,Volatility
Ticker,GOOG,GOOG,GOOG,GOOG,,,,,,,,
Date,,,,,,,,,,,,
2004-10-28,4.786005020141602,4.812992371363099,4.595357228225157,4.622097141276567,596.097978,GOOG,4.090214967727661,3.1456114149093626,0.039414679025062904,0.163907878865035,0.21763514313794197,0.04388244887125667
2004-10-29,4.7201457023620605,4.950655711880344,4.719155001543013,4.924410672527124,849.67289,GOOG,4.2054208517074585,3.1903270196914675,-0.013760812515318355,-0.20426497016506318,0.23150071033733166,0.04456141413085679
2004-11-01,4.853598117828369,4.894203573231341,4.735743606307157,4.792195058402547,490.828877,GOOG,4.3214684009552,3.2337650156021116,0.028272944074486217,0.061403059425821915,0.15845996692418396,0.04460694317183222
2004-11-02,4.824878692626953,4.933324886940087,4.786996945687848,4.9216881808285695,455.553149,GOOG,4.437664675712585,3.2760888624191282,-0.005917141160889039,-0.09680948820161639,0.14632794125223914,0.0449517186170831
2004-11-03,4.745646953582764,4.9915085323950725,4.722868421579527,4.906831588895464,557.63033,GOOG,4.564383602142334,3.3190712785720824,-0.016421498672135715,-0.16118463531270066,0.2686401108155456,0.045207573085153406
2004-11-04,4.573073863983154,4.714203219616208,4.539648852032323,4.66567452391762,578.544429,GOOG,4.6518340587615965,3.358042688369751,-0.03636450230865229,-0.09260065993446531,0.17455436758388565,0.046803812088599774
2004-11-05,4.1930155754089355,4.513650880050043,4.17320867168309,4.505728118559705,796.297573,GOOG,4.644208002090454,3.3884671115875244,-0.08310783947040545,-0.31271254315076913,0.3404422083669525,0.051547883610310756
2004-11-08,4.272245407104492,4.343801488271097,4.194253089749328,4.23213625074163,449.349985,GOOG,4.607440090179443,3.421347665786743,0.01889566834910439,0.040109156362862386,0.1495483985217696,0.051092949973331366
2004-11-09,4.1769232749938965,4.337859548186047,4.091997932577661,4.3106242809731246,444.226854,GOOG,4.575005197525025,3.4543718576431273,-0.022311951451122303,-0.13370100597922807,0.24586161560838526,0.05170749357682848
2004-11-10,4.156124591827393,4.271503790657838,4.118242846703057,4.225698809013241,427.355853,GOOG,4.530165719985962,3.486801815032959,-0.0049794266729820125,-0.06957421718584822,0.15326094395478052,0.05172397728119547
2004-11-11,4.531478404998779,4.549552769942172,4.148944164671411,4.187569646638689,601.666773,GOOG,4.50471305847168,3.527788643836975,0.09031341695325557,0.34390875836009016,0.4006086052707607,0.05474064630691944
2004-11-12,4.506223201751709,4.699347276721687,4.392330063458576,4.586196926978588,672.35474,GOOG,4.483320808410644,3.567646441459656,-0.005573281165636934,-0.07997372522687929,0.30701721326311127,0.05491695189878175
